"element","image"
"18_17_67","35_0_66"
"18_17_68","35_0_67"
"18_17_69","35_0_68"
"18_17_70","35_0_69"
"18_17_71","35_0_70"
"18_17_72","35_0_71"
"18_17_73","35_0_72"
"18_17_74","35_0_73"
"18_17_75","35_0_74"
"18_17_76","35_0_75"
"18_17_77","35_0_76"
"18_17_78","35_0_77"
"18_17_79","35_0_78"
"18_17_80","35_0_79"
"18_17_81","35_0_80"
"18_17_82","35_0_81"
"18_17_83","35_0_82"
"12_18_2","23_7_1"
"16_18_2_0","0"
"16_18_2_1","31_3_1"
"11_18_3","21_8_2"
"12_18_3_0","0"
"12_18_3_1","23_7_2"
"13_18_3_0","0"
"13_18_3_1","25_6_2"
"16_18_3_0","0"
"16_18_3_1","0"
"16_18_3_2","31_3_2"
"6_18_4","11_13_3"
"10_18_4_0","0"
"10_18_4_1","19_9_3"
"11_18_4_0","0"
"11_18_4_1","0"
"11_18_4_2","21_8_3"
"12_18_4_0","0"
"12_18_4_1","0"
"12_18_4_2","0"
"12_18_4_3","23_7_3"
"16_18_4_0","0"
"16_18_4_1","0"
"16_18_4_2","0"
"16_18_4_3","31_3_3"
"4_18_5","7_15_4"
"5_18_5","9_14_4_0"
"6_18_5_0","0"
"6_18_5_1","11_13_4"
"10_18_5_0","0"
"10_18_5_1","19_9_4"
"12_18_5_0","0"
"12_18_5_1","0"
"12_18_5_2","23_7_4"
"4_18_6_0","7_15_5_1"
"4_18_6_1","7_15_5_0"
"8_18_6","15_11_5"
"2_18_7","3_17_6"
"3_18_7","5_16_6"
"4_18_7_0","0"
"4_18_7_1","7_15_6"
"5_18_7","9_14_6"
"8_18_7_0","0"
"8_18_7_1","15_11_6"
"2_18_8","3_17_7"
"3_18_8","5_16_7"
"4_18_8_0","0"
"4_18_8_1","7_15_7"
"8_18_8_0","0"
"8_18_8_1","15_11_7"
"2_18_9","3_17_8"
"4_18_9_0","0"
"4_18_9_1","7_15_8"
"2_18_10","3_17_9"
"20_19_2","39_0_1"
"6_19_3","11_14_2"
"12_19_3_0","0"
"12_19_3_1","23_8_2"
"14_19_3_0","0"
"14_19_3_1","27_6_2"
"20_19_3_0","0"
"20_19_3_1","39_0_2"
"6_19_4","11_14_3"
"11_19_4","21_9_3"
"12_19_4_0","0"
"12_19_4_1","23_8_3"
"20_19_4","39_0_3"
"11_19_5","21_9_4"
"20_19_5","39_0_4"
"6_19_6","11_14_5"
"20_19_6","39_0_5"
"4_19_7_0","7_16_6_1"
"4_19_7_1","7_16_6_0"
"6_19_7","11_14_6"
"20_19_7","39_0_6"
"2_19_8","3_18_7"
"3_19_8","5_17_7"
"4_19_8_0","0"
"4_19_8_1","7_16_7_1"
"4_19_8_2","7_16_7_0"
"20_19_8","39_0_7"
"2_19_9","3_18_8"
"3_19_9","5_17_8"
"5_19_9","9_15_8"
"20_19_9_0","0"
"20_19_9_1","39_0_8"
"2_19_10","3_18_9"
"3_19_10","5_17_9"
"20_19_10_0","0"
"20_19_10_1","39_0_9"
"2_19_11","3_18_10"
"20_19_11_0","0"
"20_19_11_1","39_0_10"
"20_19_12","39_0_11"
"20_19_13","39_0_12"
"20_19_14","39_0_13"
"20_19_15","39_0_14"
"20_19_16","39_0_15"
"20_19_17","39_0_16"
"20_19_18","39_0_17"
"20_19_19","39_0_18"
"20_19_20","39_0_19"
"20_19_21","39_0_20"
"20_19_22","39_0_21"
"20_19_23","39_0_22"
"20_19_24","39_0_23"
"20_19_25","39_0_24"
"20_19_26","39_0_25"
"20_19_27","39_0_26"
"20_19_28","39_0_27"
"20_19_29","39_0_28"
"20_19_30","39_0_29"
"20_19_31","39_0_30"
"20_19_32","39_0_31"
"20_19_33","39_0_32"
"20_19_34","39_0_33"
"20_19_35","39_0_34"
"20_19_36","39_0_35"
"20_19_37","39_0_36"
"20_19_38","39_0_37"
"20_19_39","39_0_38"
"20_19_40","39_0_39"
"20_19_41","39_0_40"
"20_19_42","39_0_41"
"20_19_43","39_0_42"
"20_19_44","39_0_43"
"20_19_45","39_0_44"
"20_19_46","39_0_45"
"20_19_47","39_0_46"
"20_19_48","39_0_47"
"20_19_49","39_0_48"
"20_19_50","39_0_49"
"20_19_51","39_0_50"
"20_19_52","39_0_51"
"20_19_53","39_0_52"
"20_19_54","39_0_53"
"20_19_55","39_0_54"
"20_19_56","39_0_55"
"20_19_57","39_0_56"
"20_19_58","39_0_57"
"20_19_59","39_0_58"
"20_19_60","39_0_59"
"20_19_61","39_0_60"
"20_19_62","39_0_61"
"20_19_63","39_0_62"
"20_19_64","39_0_63"
"20_19_65","39_0_64"
"20_19_66","39_0_65"
"20_19_67","39_0_66"
"20_19_68","39_0_67"
"20_19_69","39_0_68"
"20_19_70","39_0_69"
"20_19_71","39_0_70"
"20_19_72","39_0_71"
"20_19_73","39_0_72"
"20_19_74","39_0_73"
"20_19_75","39_0_74"
"20_19_76","39_0_75"
"20_19_77","39_0_76"
"20_19_78","39_0_77"
"20_19_79","39_0_78"
"20_19_80","39_0_79"
"20_19_81","39_0_80"
"20_20_2","39_1_1"
"14_20_3","27_7_2"
"18_20_3","35_3_2"
"19_20_3","37_2_2"
"7_20_4","13_14_3"
"12_20_4_0","0"
"12_20_4_1","23_9_3"
"14_20_4_0","0"
"14_20_4_1","27_7_3"
"18_20_4_0","0"
"18_20_4_1","35_3_3"
"5_20_5","9_16_4"
"12_20_5_0","0"
"12_20_5_1","23_9_4"
"14_20_5_0","0"
"14_20_5_1","27_7_4"
"3_20_6","5_18_5"
"4_20_6_0","0"
"4_20_6_1","7_17_5"
"6_20_6_0","0"
"6_20_6_1","11_15_5_0 + 11_15_5_1"
"10_20_6_0","0"
"10_20_6_1","19_11_5"
"12_20_6_0","0"
"12_20_6_1","0"
"12_20_6_2","23_9_5"
"4_20_7","7_17_6"
"6_20_7","11_15_6"
"10_20_7","19_11_6"
"11_20_7","21_10_6"
"4_20_8","7_17_7"
"6_20_8","11_15_7"
"10_20_8","19_11_7"
"2_20_9","3_19_8"
"4_20_9_0","7_17_8_1"
"4_20_9_1","7_17_8_0"
"6_20_9","11_15_8"
"2_20_10","3_19_9"
"3_20_10","5_18_9"
"4_20_10_0","0"
"4_20_10_1","7_17_9"
"2_20_11","3_19_10"
"3_20_11","5_18_10"
"2_20_12","3_19_11"
"22_21_2","43_0_1"
"8_21_3","15_14_2"
"16_21_3_0","0"
"16_21_3_1","31_6_2"
"20_21_3_0","0"
"20_21_3_1","39_2_2"
"22_21_3_0","0"
"22_21_3_1","43_0_2"
"8_21_4","15_14_3"
"13_21_4","25_9_3"
"19_21_4","37_3_3"
"22_21_4","43_0_3"
"4_21_5","7_18_4"
"8_21_5_0","0"
"8_21_5_1","15_14_4"
"22_21_5_0","0"
"22_21_5_1","43_0_4"
"4_21_6","7_18_5"
"7_21_6","13_15_5_0"
"8_21_6_0","0"
"8_21_6_1","15_14_5"
"22_21_6","43_0_5"
"2_21_7","3_20_6"
"6_21_7","11_16_6"
"8_21_7_0","0"
"8_21_7_1","15_14_6"
"12_21_7","23_10_6"
"22_21_7","43_0_6"
"4_21_8","7_18_7"
"5_21_8","9_17_7_0"
"11_21_8","21_11_7"
"22_21_8","43_0_7"
"4_21_9","7_18_8"
"22_21_9","43_0_8"
"4_21_10","7_18_9"
"22_21_10","43_0_9"
"2_21_11","3_20_10"
"4_21_11","7_18_10"
"22_21_11","43_0_10"
"2_21_12","3_20_11"
"3_21_12","5_19_11"
"22_21_12","43_0_11"
"22_21_13","43_0_12"
"22_21_14","43_0_13"
"22_21_15","43_0_14"
"22_21_16","43_0_15"
"22_21_17","43_0_16"
"22_21_18","43_0_17"
"22_21_19","43_0_18"
"22_21_20","43_0_19"
"22_21_21","43_0_20"
"22_21_22","43_0_21"
"22_21_23","43_0_22"
"22_21_24","43_0_23"
"22_21_25","43_0_24"
"22_21_26","43_0_25"
"22_21_27","43_0_26"
"22_21_28","43_0_27"
"22_21_29","43_0_28"
"22_21_30","43_0_29"
"22_21_31","43_0_30"
"22_21_32","43_0_31"
"22_21_33","43_0_32"
"22_21_34","43_0_33"
"22_21_35","43_0_34"
"22_21_36","43_0_35"
"22_21_37","43_0_36"
"22_21_38","43_0_37"
"22_21_39","43_0_38"
"22_21_40","43_0_39"
"22_21_41","43_0_40"
"22_21_42","43_0_41"
"22_21_43","43_0_42"
"22_21_44","43_0_43"
"22_21_45","43_0_44"
"22_21_46","43_0_45"
"22_21_47","43_0_46"
"22_21_48","43_0_47"
"22_21_49","43_0_48"
"22_21_50","43_0_49"
"22_21_51","43_0_50"
"22_21_52","43_0_51"
"22_21_53","43_0_52"
"22_21_54","43_0_53"
"22_21_55","43_0_54"
"22_21_56","43_0_55"
"22_21_57","43_0_56"
"22_21_58","43_0_57"
"22_21_59","43_0_58"
"22_21_60","43_0_59"
"22_21_61","43_0_60"
"22_21_62","43_0_61"
"22_21_63","43_0_62"
"22_21_64","43_0_63"
"22_21_65","43_0_64"
"22_21_66","43_0_65"
"22_21_67","43_0_66"
"22_21_68","43_0_67"
"22_21_69","43_0_68"
"22_21_70","43_0_69"
"22_21_71","43_0_70"
"22_21_72","43_0_71"
"22_21_73","43_0_72"
"22_21_74","43_0_73"
"22_21_75","43_0_74"
"22_21_76","43_0_75"
"22_21_77","43_0_76"
"22_21_78","43_0_77"
"22_21_79","43_0_78"
"16_22_2","31_7_1"
"8_22_3","15_15_2"
"15_22_3","29_8_2"
"16_22_3_0","0"
"16_22_3_1","31_7_2"
"20_22_3_0","0"
"20_22_3_1","39_3_2"
"4_22_4","7_19_3"
"8_22_4_0","0"
"8_22_4_1","15_15_3"
"9_22_4_0","0"
"9_22_4_1","17_14_3"
"14_22_4_0","0"
"14_22_4_1","0"
"14_22_4_2","27_9_3"
"16_22_4_0","0"
"16_22_4_1","0"
"16_22_4_2","0"
"16_22_4_3","31_7_3"
"20_22_4_0","0"
"20_22_4_1","0"
"20_22_4_2","39_3_3"
"6_22_5","11_17_4"
"8_22_5_0","0"
"8_22_5_1","15_15_4"
"16_22_5_0","0"
"16_22_5_1","31_7_4"
"5_22_6","9_18_5"
"6_22_6_0","0"
"6_22_6_1","11_17_5"
"8_22_6_0","0"
"8_22_6_1","15_15_5_0 + 15_15_5_1"
"8_22_6_2","15_15_5_0"
"3_22_7","5_20_6"
"6_22_7_0","0"
"6_22_7_1","11_17_6"
"7_22_7_0","0"
"7_22_7_1","13_16_6"
"8_22_7_0","0"
"8_22_7_1","0"
"8_22_7_2","15_15_6"
"12_22_7_0","0"
"12_22_7_1","23_11_6"
"6_22_8","11_17_7"
"7_22_8","13_16_7"
"8_22_8_0","0"
"8_22_8_1","15_15_7"
"12_22_8_0","0"
"12_22_8_1","23_11_7"
"6_22_9","11_17_8"
"8_22_9_0","0"
"8_22_9_1","15_15_8"
"4_22_10","7_19_9"
"4_22_11","7_19_10"
"4_22_12","7_19_11"
"2_22_13","3_21_12"
"24_23_2","47_0_1"
"8_23_3","15_16_2"
"10_23_3","19_14_2"
"16_23_3_0","0"
"16_23_3_1","31_8_2"
"24_23_3","47_0_2"
"5_23_4","9_19_3"
"6_23_4_0","0"
"6_23_4_1","11_18_3"
"7_23_4_0","0"
"7_23_4_1","13_17_3"
"8_23_4_0","0"
"8_23_4_1","0"
"8_23_4_2","15_16_3"
"10_23_4_0","0"
"10_23_4_1","19_14_3"
"15_23_4_0","0"
"15_23_4_1","29_9_3"
"16_23_4_0","0"
"16_23_4_1","0"
"16_23_4_2","31_8_3"
"24_23_4_0","0"
"24_23_4_1","47_0_3"
"4_23_5","7_20_4"
"6_23_5_0","0"
"6_23_5_1","11_18_4_1"
"6_23_5_2","11_18_4_2"
"6_23_5_3","11_18_4_0"
"15_23_5_0","0"
"15_23_5_1","29_9_4"
"24_23_5_0","0"
"24_23_5_1","47_0_4"
"3_23_6","5_21_5"
"4_23_6_0","0"
"4_23_6_1","7_20_5"
"6_23_6_0","0"
"6_23_6_1","11_18_5_0"
"6_23_6_2","11_18_5_0 + 11_18_5_1"
"10_23_6_0","0"
"10_23_6_1","19_14_5"
"24_23_6_0","0"
"24_23_6_1","47_0_5"
"4_23_7","7_20_6"
"6_23_7","11_18_6"
"8_23_7","15_16_6"
"10_23_7","19_14_6"
"14_23_7","27_10_6"
"24_23_7_0","0"
"24_23_7_1","47_0_6"
"2_23_8","3_22_7"
"7_23_8","13_17_7"
"8_23_8_0","0"
"8_23_8_1","15_16_7"
"13_23_8","25_11_7"
"24_23_8_0","0"
"24_23_8_1","47_0_7"
"3_23_9","5_21_8"
"7_23_9_0","0"
"7_23_9_1","13_17_8"
"9_23_9_0","0"
"9_23_9_1","17_15_8"
"24_23_9_0","0"
"24_23_9_1","0"
"24_23_9_2","47_0_8"
"7_23_10","13_17_9"
"24_23_10_0","0"
"24_23_10_1","47_0_9"
"6_23_11","11_18_10"
"24_23_11_0","0"
"24_23_11_1","47_0_10"
"5_23_12","9_19_11"
"24_23_12_0","0"
"24_23_12_1","47_0_11"
"24_23_13","47_0_12"
"24_23_14","47_0_13"
"24_23_15","47_0_14"
"24_23_16","47_0_15"
"24_23_17","47_0_16"
"24_23_18","47_0_17"
"24_23_19","47_0_18"
"24_23_20","47_0_19"
"24_23_21","47_0_20"
"24_23_22","47_0_21"
"24_23_23","47_0_22"
"24_23_24","47_0_23"
"24_23_25","47_0_24"
"24_23_26","47_0_25"
"24_23_27","47_0_26"
"24_23_28","47_0_27"
"24_23_29","47_0_28"
"24_23_30","47_0_29"
"24_23_31","47_0_30"
"24_23_32","47_0_31"
"24_23_33","47_0_32"
"24_23_34","47_0_33"
"24_23_35","47_0_34"
"24_23_36","47_0_35"
"24_23_37","47_0_36"
"24_23_38","47_0_37"
"24_23_39","47_0_38"
"24_23_40","47_0_39"
"24_23_41","47_0_40"
"24_23_42","47_0_41"
"24_23_43","47_0_42"
"24_23_44","47_0_43"
"24_23_45","47_0_44"
"24_23_46","47_0_45"
"24_23_47","47_0_46"
"24_23_48","47_0_47"
"24_23_49","47_0_48"
"24_23_50","47_0_49"
"24_23_51","47_0_50"
"24_23_52","47_0_51"
"24_23_53","47_0_52"
"24_23_54","47_0_53"
"24_23_55","47_0_54"
"24_23_56","47_0_55"
"24_23_57","47_0_56"
"24_23_58","47_0_57"
"24_23_59","47_0_58"
"24_23_60","47_0_59"
"24_23_61","47_0_60"
"24_23_62","47_0_61"
"24_23_63","47_0_62"
"24_23_64","47_0_63"
"24_23_65","47_0_64"
"24_23_66","47_0_65"
"24_23_67","47_0_66"
"24_23_68","47_0_67"
"24_23_69","47_0_68"
"24_23_70","47_0_69"
"24_23_71","47_0_70"
"24_23_72","47_0_71"
"24_23_73","47_0_72"
"24_23_74","47_0_73"
"24_23_75","47_0_74"
"24_23_76","47_0_75"
"24_23_77","47_0_76"
"24_24_2","47_1_1"
"10_24_3","19_15_2"
"18_24_3","35_7_2"
"22_24_3","43_3_2"
"23_24_3","45_2_2"
"6_24_4","11_19_3"
"8_24_4_0","0"
"8_24_4_1","15_17_3"
"10_24_4_0","0"
"10_24_4_1","19_15_3"
"16_24_4_0","0"
"16_24_4_1","31_9_3"
"18_24_4_0","0"
"18_24_4_1","35_7_3"
"22_24_4","43_3_3"
"3_24_5","5_22_4"
"6_24_5_0","0"
"6_24_5_1","11_19_4"
"7_24_5_0","0"
"7_24_5_1","13_18_4_1"
"8_24_5_0","0"
"8_24_5_1","0"
"8_24_5_2","15_17_4_1"
"8_24_5_3","15_17_4_0"
"10_24_5_0","0"
"10_24_5_1","0"
"10_24_5_2","19_15_4"
"16_24_5_0","0"
"16_24_5_1","0"
"16_24_5_2","31_9_4"
"18_24_5_0","0"
"18_24_5_1","35_7_4"
"4_24_6","7_21_5"
"6_24_6","11_19_5"
"7_24_6","13_18_5_0"
"8_24_6_0","0"
"8_24_6_1","15_17_5"
"10_24_6_0","0"
"10_24_6_1","19_15_5_0 + 19_15_5_1"
"14_24_6","27_11_5"
"16_24_6_0","0"
"16_24_6_1","31_9_5"
"2_24_7","3_23_6"
"4_24_7","7_21_6"
"5_24_7","9_20_6"
"8_24_7_0","0"
"8_24_7_1","15_17_6"
"10_24_7_0","0"
"10_24_7_1","19_15_6"
"14_24_7","27_11_6"
"15_24_7","29_10_6"
"3_24_8","5_22_7"
"4_24_8_0","0"
"4_24_8_1","7_21_7"
"8_24_8_0","0"
"8_24_8_1","15_17_7"
"10_24_8","19_15_7"
"14_24_8","27_11_7"
"4_24_9","7_21_8"
"8_24_9","15_17_8"
"10_24_9","19_15_8"
"2_24_10","3_23_9"
"6_24_10_0","0"
"6_24_10_1","11_19_9"
"8_24_10_0","0"
"8_24_10_1","0"
"8_24_10_2","15_17_9"
"3_24_11","5_22_10"
"6_24_11_0","0"
"6_24_11_1","11_19_10"
"7_24_11_0","0"
"7_24_11_1","13_18_10"
"6_24_12","11_19_11"
"26_25_2","51_0_1"
"8_25_3","15_18_2"
"12_25_3","23_14_2"
"24_25_3","47_2_2"
"26_25_3","51_0_2"
"5_25_4","9_21_3"
"7_25_4_0","0"
"7_25_4_1","13_19_3_0"
"8_25_4_0","0"
"8_25_4_1","0"
"8_25_4_2","15_18_3_0"
"8_25_4_3","15_18_3_1"
"12_25_4_0","0"
"12_25_4_1","23_14_3"
"23_25_4","45_3_3"
"26_25_4","51_0_3"
"3_25_5","5_23_4"
"4_25_5_0","0"
"4_25_5_1","7_22_4"
"8_25_5_0","0"
"8_25_5_1","0"
"8_25_5_2","15_18_4_2"
"8_25_5_3","15_18_4_1 + 15_18_4_2"
"8_25_5_4","15_18_4_0 + 15_18_4_2"
"26_25_5","51_0_4"
"2_25_6","3_24_5"
"4_25_6_0","0"
"4_25_6_1","7_22_5"
"5_25_6_0","0"
"5_25_6_1","9_21_5_0"
"6_25_6_0","0"
"6_25_6_1","0"
"6_25_6_2","11_20_5"
"8_25_6_0","0"
"8_25_6_1","0"
"8_25_6_2","15_18_5_0"
"8_25_6_3","15_18_5_1"
"12_25_6","23_14_5"
"26_25_6","51_0_5"
"3_25_7","5_23_6"
"4_25_7_0","0"
"4_25_7_1","7_22_6"
"6_25_7_0","0"
"6_25_7_1","11_20_6_1"
"6_25_7_2","11_20_6_0"
"12_25_7","23_14_6"
"16_25_7","31_10_6"
"26_25_7","51_0_6"
"4_25_8_0","7_22_7_0"
"4_25_8_1","7_22_7_0 + 7_22_7_1"
"6_25_8","11_20_7"
"9_25_8","17_17_7"
"15_25_8_0","0"
"15_25_8_1","29_11_7"
"26_25_8_0","0"
"26_25_8_1","51_0_7"
"2_25_9","3_24_8"
"4_25_9","7_22_8"
"26_25_9_0","0"
"26_25_9_1","51_0_8"
"3_25_10","5_23_9"
"4_25_10_0","0"
"4_25_10_1","7_22_9"
"26_25_10_0","0"
"26_25_10_1","51_0_9"
"2_25_11","3_24_10"
"4_25_11_0","0"
"4_25_11_1","7_22_10"
"8_25_11_0","0"
"8_25_11_1","15_18_10"
"26_25_11_0","0"
"26_25_11_1","51_0_10"
"2_25_12","3_24_11"
"7_25_12_0","0"
"7_25_12_1","13_19_11"
"26_25_12_0","0"
"26_25_12_1","51_0_11"
"3_25_13","5_23_12"
"26_25_13_0","0"
"26_25_13_1","51_0_12"
"26_25_14","51_0_13"
"26_25_15","51_0_14"
"26_25_16","51_0_15"
"26_25_17","51_0_16"
"26_25_18","51_0_17"
"26_25_19","51_0_18"
"26_25_20","51_0_19"
"26_25_21","51_0_20"
"26_25_22","51_0_21"
"26_25_23","51_0_22"
"26_25_24","51_0_23"
"26_25_25","51_0_24"
"26_25_26","51_0_25"
"26_25_27","51_0_26"
"26_25_28","51_0_27"
"26_25_29","51_0_28"
"26_25_30","51_0_29"
"26_25_31","51_0_30"
"26_25_32","51_0_31"
"26_25_33","51_0_32"
"26_25_34","51_0_33"
"26_25_35","51_0_34"
"26_25_36","51_0_35"
"26_25_37","51_0_36"
"26_25_38","51_0_37"
"26_25_39","51_0_38"
"26_25_40","51_0_39"
"26_25_41","51_0_40"
"26_25_42","51_0_41"
"26_25_43","51_0_42"
"26_25_44","51_0_43"
"26_25_45","51_0_44"
"26_25_46","51_0_45"
"26_25_47","51_0_46"
"26_25_48","51_0_47"
"26_25_49","51_0_48"
"26_25_50","51_0_49"
"26_25_51","51_0_50"
"26_25_52","51_0_51"
"26_25_53","51_0_52"
"26_25_54","51_0_53"
"26_25_55","51_0_54"
"26_25_56","51_0_55"
"26_25_57","51_0_56"
"26_25_58","51_0_57"
"26_25_59","51_0_58"
"26_25_60","51_0_59"
"26_25_61","51_0_60"
"26_25_62","51_0_61"
"26_25_63","51_0_62"
"26_25_64","51_0_63"
"26_25_65","51_0_64"
"26_25_66","51_0_65"
"26_25_67","51_0_66"
"26_25_68","51_0_67"
"26_25_69","51_0_68"
"26_25_70","51_0_69"
"26_25_71","51_0_70"
"26_25_72","51_0_71"
"26_25_73","51_0_72"
"26_25_74","51_0_73"
"26_25_75","51_0_74"
"24_26_2","47_3_1"
"12_26_3","23_15_2"
"20_26_3","39_7_2"
"21_26_3","41_6_2"
"24_26_3_0","0"
"24_26_3_1","47_3_2"
"6_26_4","11_21_3"
"8_26_4_0","0"
"8_26_4_1","15_19_3_1"
"8_26_4_2","15_19_3_0"
"12_26_4_0","0"
"12_26_4_1","23_15_3"
"19_26_4","37_8_3"
"20_26_4_0","0"
"20_26_4_1","39_7_3"
"24_26_4_0","0"
"24_26_4_1","47_3_3"
"4_26_5_0","7_23_4_1"
"4_26_5_1","7_23_4_0"
"5_26_5_0","0"
"5_26_5_1","9_22_4_0"
"7_26_5_0","0"
"7_26_5_1","13_20_4_1"
"12_26_5","23_15_4"
"18_26_5","35_9_4"
"20_26_5_0","0"
"20_26_5_1","39_7_4"
"2_26_6","3_25_5"
"3_26_6","5_24_5"
"4_26_6_0","0"
"4_26_6_1","7_23_5_1"
"4_26_6_2","7_23_5_0"
"6_26_6_0","0"
"6_26_6_1","11_21_5_1"
"6_26_6_2","11_21_5_0 + 11_21_5_1"
"10_26_6_0","0"
"10_26_6_1","19_17_5"
"12_26_6_0","0"
"12_26_6_1","23_15_5_0 + 23_15_5_1"
"12_26_6_2","23_15_5_0"
"16_26_6_0","0"
"16_26_6_1","31_11_5"
"2_26_7","3_25_6"
"3_26_7","5_24_6"
"4_26_7_0","0"
"4_26_7_1","7_23_6"
"6_26_7","11_21_6"
"7_26_7","13_20_6_0"
"10_26_7_0","0"
"10_26_7_1","19_17_6"
"11_26_7_0","0"
"11_26_7_1","21_16_6"
"12_26_7_0","0"
"12_26_7_1","0"
"12_26_7_2","23_15_6"
"13_26_7_0","0"
"13_26_7_1","25_14_6"
"16_26_7_0","0"
"16_26_7_1","0"
"16_26_7_2","31_11_6"
"2_26_8","3_25_7"
"5_26_8","9_22_7"
"6_26_8_0","0"
"6_26_8_1","11_21_7"
"10_26_8_0","0"
"10_26_8_1","19_17_7"
"11_26_8_0","0"
"11_26_8_1","21_16_7"
"12_26_8_0","0"
"12_26_8_1","0"
"12_26_8_2","23_15_7"
"16_26_8_0","0"
"16_26_8_1","0"
"16_26_8_2","31_11_7"
"3_26_9","5_24_8"
"4_26_9_0","0"
"4_26_9_1","7_23_8"
"6_26_9_0","0"
"6_26_9_1","11_21_8"
"10_26_9_0","0"
"10_26_9_1","19_17_8"
"12_26_9_0","0"
"12_26_9_1","0"
"12_26_9_2","23_15_8"
"4_26_10_0","7_23_9_1"
"4_26_10_1","7_23_9_0"
"8_26_10","15_19_9"
"2_26_11","3_25_10"
"3_26_11","5_24_10"
"4_26_11_0","0"
"4_26_11_1","7_23_10"
"5_26_11","9_22_10"
"8_26_11_0","0"
"8_26_11_1","15_19_10"
"2_26_12","3_25_11"
"3_26_12","5_24_11"
"4_26_12_0","0"
"4_26_12_1","7_23_11"
"8_26_12_0","0"
"8_26_12_1","15_19_11"
"2_26_13","3_25_12"
"4_26_13_0","0"
"4_26_13_1","7_23_12"
"2_26_14","3_25_13"
"28_27_2","55_0_1"
"12_27_3","23_16_2"
"20_27_3","39_8_2"
"22_27_3","43_6_2"
"28_27_3","55_0_2"
"10_27_4","19_18_3"
"11_27_4","21_17_3"
"14_27_4","27_14_3"
"19_27_4","37_9_3"
"20_27_4_0","0"
"20_27_4_1","39_8_3"
"28_27_4","55_0_3"
"4_27_5","7_24_4"
"6_27_5","11_22_4_0"
"8_27_5_0","0"
"8_27_5_1","15_20_4"
"10_27_5_0","0"
"10_27_5_1","19_18_4_1"
"19_27_5","37_9_4"
"28_27_5","55_0_4"
"3_27_6","5_25_5_0 + 5_25_5_1"
"4_27_6_0","0"
"4_27_6_1","7_24_5_1"
"4_27_6_2","7_24_5_0"
"6_27_6","11_22_5"
"7_27_6","13_21_5_0"
"8_27_6_0","0"
"8_27_6_1","15_20_5"
"10_27_6_0","0"
"10_27_6_1","19_18_5"
"14_27_6","27_14_5"
"28_27_6","55_0_5"
"2_27_7","3_26_6"
"3_27_7","5_25_6_0"
"4_27_7_0","0"
"4_27_7_1","7_24_6"
"5_27_7","9_23_6"
"6_27_7_0","0"
"6_27_7_1","11_22_6"
"8_27_7_0","0"
"8_27_7_1","15_20_6"
"12_27_7","23_16_6"
"14_27_7","27_14_6"
"28_27_7","55_0_6"
"2_27_8","3_26_7"
"3_27_8","5_25_7"
"4_27_8_0","0"
"4_27_8_1","7_24_7"
"6_27_8_0","0"
"6_27_8_1","11_22_7"
"11_27_8","21_17_7"
"12_27_8_0","0"
"12_27_8_1","23_16_7"
"28_27_8","55_0_7"
"4_27_9","7_24_8"
"11_27_9","21_17_8"
"28_27_9","55_0_8"
"2_27_10","3_26_9"
"6_27_10","11_22_9"
"28_27_10","55_0_9"
"4_27_11_0","7_24_10_1"
"4_27_11_1","7_24_10_0"
"6_27_11","11_22_10"
"28_27_11","55_0_10"
"2_27_12","3_26_11"
"3_27_12","5_25_11"
"4_27_12_0","0"
"4_27_12_1","7_24_11_1"
"4_27_12_2","7_24_11_0"
"28_27_12","55_0_11"
"2_27_13","3_26_12"
"3_27_13","5_25_12"
"5_27_13","9_23_12"
"28_27_13_0","0"
"28_27_13_1","55_0_12"
"2_27_14","3_26_13"
"3_27_14","5_25_13"
"28_27_14_0","0"
"28_27_14_1","55_0_13"
"2_27_15","3_26_14"
"28_27_15_0","0"
"28_27_15_1","55_0_14"
"28_27_16","55_0_15"
"28_27_17","55_0_16"
"28_27_18","55_0_17"
"28_27_19","55_0_18"
"28_27_20","55_0_19"
"28_27_21","55_0_20"
"28_27_22","55_0_21"
"28_27_23","55_0_22"
"28_27_24","55_0_23"
"28_27_25","55_0_24"
"28_27_26","55_0_25"
"28_27_27","55_0_26"
"28_27_28","55_0_27"
"28_27_29","55_0_28"
"28_27_30","55_0_29"
"28_27_31","55_0_30"
"28_27_32","55_0_31"
"28_27_33","55_0_32"
"28_27_34","55_0_33"
"28_27_35","55_0_34"
"28_27_36","55_0_35"
"28_27_37","55_0_36"
"28_27_38","55_0_37"
"28_27_39","55_0_38"
"28_27_40","55_0_39"
"28_27_41","55_0_40"
"28_27_42","55_0_41"
"28_27_43","55_0_42"
"28_27_44","55_0_43"
"28_27_45","55_0_44"
"28_27_46","55_0_45"
"28_27_47","55_0_46"
"28_27_48","55_0_47"
"28_27_49","55_0_48"
"28_27_50","55_0_49"
"28_27_51","55_0_50"
"28_27_52","55_0_51"
"28_27_53","55_0_52"
"28_27_54","55_0_53"
"28_27_55","55_0_54"
"28_27_56","55_0_55"
"28_27_57","55_0_56"
"28_27_58","55_0_57"
"28_27_59","55_0_58"
"28_27_60","55_0_59"
"28_27_61","55_0_60"
"28_27_62","55_0_61"
"28_27_63","55_0_62"
"28_27_64","55_0_63"
"28_27_65","55_0_64"
"28_27_66","55_0_65"
"28_27_67","55_0_66"
"28_27_68","55_0_67"
"28_27_69","55_0_68"
"28_27_70","55_0_69"
