3, 17, 15, 2, 0, 0, 1
3, 18, 16, 2, 0, 0, 0
3, 18, 16, 2, 1, 0, 0
3, 20, 18, 2, 0, 0, 0
3, 32, 30, 6, 0, 0, 1
3, 33, 31, 3, 0, 0, 0
3, 34, 32, 2, 0, 0, 0
3, 34, 32, 2, 1, 0, 0
3, 34, 32, 4, 0, 0, 0
3, 34, 32, 6, 0, 0, 0
3, 35, 33, 3, 0, 0, 0
3, 37, 35, 5, 0, 0, 0
3, 38, 36, 6, 0, 0, 0
3, 40, 38, 2, 0, 0, 0
3, 40, 38, 5, 0, 0, 0
3, 41, 39, 3, 0, 0, 0
3, 42, 40, 6, 0, 0, 0
3, 43, 41, 5, 0, 0, 0
3, 43, 41, 7, 0, 0, 0
3, 44, 42, 7, 0, 0, 0
3, 47, 45, 3, 0, 0, 0
3, 48, 46, 14, 0, 0, 1
3, 50, 48, 7, 0, 0, 0
3, 51, 49, 11, 0, 0, 1
3, 51, 49, 14, 0, 0, 0
3, 55, 53, 5, 0, 0, 0
3, 55, 53, 11, 0, 0, 0
3, 56, 54, 6, 0, 0, 1
3, 56, 54, 8, 0, 0, 1
3, 57, 55, 14, 0, 0, 0
3, 59, 57, 7, 0, 0, 1
3, 59, 57, 8, 0, 0, 1
3, 59, 57, 10, 0, 0, 0
3, 59, 57, 15, 0, 0, 1
3, 59, 57, 18, 0, 0, 0
3, 62, 60, 7, 0, 0, 0
3, 63, 61, 4, 0, 0, 1
3, 63, 61, 8, 0, 0, 0
3, 64, 62, 14, 0, 0, 0
3, 64, 62, 22, 0, 0, 1
3, 65, 63, 3, 0, 0, 0
3, 65, 63, 23, 0, 0, 0
3, 66, 64, 4, 0, 0, 0
3, 66, 64, 4, 1, 0, 0
3, 66, 64, 5, 0, 0, 0
3, 66, 64, 7, 0, 0, 0
3, 66, 64, 10, 0, 0, 0
3, 66, 64, 17, 0, 0, 0
3, 67, 65, 7, 0, 0, 0
3, 67, 65, 19, 0, 0, 1
3, 67, 65, 22, 0, 0, 0
3, 68, 66, 6, 0, 0, 0
3, 68, 66, 8, 0, 0, 0
3, 68, 66, 8, 1, 0, 0
3, 68, 66, 10, 0, 0, 0
3, 69, 67, 5, 0, 0, 0
3, 69, 67, 8, 0, 0, 0
3, 69, 67, 8, 1, 0, 0
3, 70, 68, 4, 0, 0, 1
3, 70, 68, 5, 0, 0, 0
3, 70, 68, 6, 0, 0, 0
3, 70, 68, 6, 1, 0, 0
3, 71, 69, 3, 0, 0, 0
3, 71, 69, 4, 0, 0, 0
3, 71, 69, 4, 1, 0, 0
3, 72, 70, 6, 0, 0, 0
3, 72, 70, 6, 1, 0, 0
3, 72, 70, 10, 0, 0, 0
3, 73, 71, 4, 0, 0, 0
3, 73, 71, 4, 1, 0, 0
3, 73, 71, 6, 0, 0, 0
3, 73, 71, 7, 0, 0, 0
3, 73, 71, 11, 0, 0, 0
3, 73, 71, 11, 1, 0, 0
3, 73, 71, 11, 2, 0, 0
3, 73, 71, 14, 0, 0, 0
3, 74, 72, 6, 0, 0, 0
3, 74, 72, 8, 0, 0, 0
3, 74, 72, 12, 0, 0, 0
3, 74, 72, 12, 1, 0, 0
3, 75, 73, 9, 0, 0, 0
3, 77, 75, 5, 0, 0, 0
3, 77, 75, 5, 1, 0, 0
3, 77, 75, 6, 0, 0, 0
3, 78, 76, 5, 0, 0, 1
3, 79, 77, 5, 0, 0, 0
3, 79, 77, 5, 1, 0, 0
3, 80, 78, 5, 0, 0, 0
3, 81, 79, 3, 0, 0, 0
3, 81, 79, 3, 1, 0, 0
3, 81, 79, 7, 0, 0, 0
3, 81, 79, 7, 1, 0, 0
3, 81, 79, 9, 0, 0, 0
3, 81, 79, 10, 0, 0, 0
3, 81, 79, 10, 1, 0, 0
3, 82, 80, 5, 0, 0, 0
3, 82, 80, 5, 1, 0, 0
3, 82, 80, 10, 0, 0, 0
3, 83, 81, 3, 0, 0, 0
3, 83, 81, 3, 1, 0, 0
3, 83, 81, 7, 0, 0, 0
3, 83, 81, 9, 0, 0, 0
3, 84, 82, 4, 0, 0, 0
3, 86, 84, 10, 0, 0, 0
3, 87, 85, 6, 0, 0, 0
3, 87, 85, 7, 0, 0, 0
3, 88, 86, 5, 0, 0, 0
3, 33, 31, 4, 0, 0, 1
3, 36, 34, 2, 0, 0, 1
