2, 17, 15, 1, 0, 0, 1
2, 17, 15, 2, 0, 0, 0
2, 18, 16, 2, 0, 0, 0
2, 19, 17, 4, 0, 0, 1
2, 20, 18, 2, 0, 0, 0
2, 21, 19, 3, 0, 0, 0
2, 25, 23, 7, 0, 0, 1
2, 27, 25, 8, 0, 0, 1
2, 28, 26, 7, 0, 0, 1
2, 31, 29, 7, 0, 0, 1
2, 32, 30, 6, 0, 0, 0
2, 33, 31, 1, 0, 0, 1
2, 34, 32, 2, 0, 0, 0
2, 34, 32, 4, 0, 0, 0
2, 34, 32, 6, 0, 0, 0
2, 34, 32, 6, 1, 0, 0
2, 35, 33, 4, 0, 0, 0
2, 35, 33, 12, 0, 0, 1
2, 36, 34, 3, 0, 0, 0
2, 36, 34, 11, 0, 0, 1
2, 37, 35, 7, 0, 0, 1
2, 38, 36, 6, 0, 0, 0
2, 40, 38, 5, 0, 0, 0
2, 40, 38, 5, 1, 0, 0
2, 41, 39, 3, 0, 0, 0
2, 41, 39, 4, 0, 0, 0
2, 41, 39, 4, 1, 0, 0
2, 41, 39, 5, 0, 0, 0
2, 41, 39, 15, 0, 0, 1
2, 43, 41, 10, 0, 0, 0
2, 43, 41, 16, 0, 0, 1
2, 44, 42, 9, 0, 0, 1
2, 44, 42, 15, 0, 0, 1
2, 47, 45, 3, 0, 0, 0
2, 48, 46, 7, 0, 0, 0
2, 48, 46, 14, 0, 0, 0
2, 50, 48, 6, 0, 0, 0
2, 50, 48, 6, 1, 0, 0
2, 50, 48, 8, 0, 0, 0
2, 51, 49, 14, 0, 0, 0
2, 51, 49, 20, 0, 0, 1
2, 52, 50, 4, 0, 0, 0
2, 52, 50, 13, 0, 0, 1
2, 52, 50, 19, 0, 0, 1
2, 54, 52, 5, 0, 0, 1
2, 55, 53, 9, 0, 0, 0
2, 56, 54, 8, 0, 0, 0
2, 57, 55, 11, 0, 0, 0
2, 57, 55, 14, 0, 0, 0
2, 57, 55, 23, 0, 0, 1
2, 58, 56, 9, 0, 0, 0
2, 59, 57, 7, 0, 0, 0
2, 59, 57, 10, 0, 0, 0
2, 59, 57, 18, 0, 0, 0
2, 59, 57, 24, 0, 0, 1
2, 60, 58, 8, 0, 0, 0
2, 60, 58, 17, 0, 0, 1
2, 60, 58, 23, 0, 0, 1
2, 63, 61, 8, 0, 0, 0
2, 63, 61, 13, 0, 0, 0
2, 64, 62, 2, 0, 0, 0
2, 64, 62, 22, 0, 0, 0
2, 65, 63, 1, 0, 0, 1
2, 65, 63, 23, 0, 0, 0
2, 66, 64, 2, 0, 0, 0
2, 66, 64, 4, 0, 0, 0
2, 66, 64, 4, 1, 0, 0
2, 66, 64, 5, 0, 0, 0
2, 66, 64, 5, 1, 0, 0
2, 66, 64, 5, 2, 0, 0
2, 67, 65, 22, 0, 0, 0
2, 67, 65, 28, 0, 0, 1
2, 68, 66, 6, 0, 0, 0
2, 68, 66, 8, 0, 0, 0
2, 68, 66, 21, 0, 0, 1
2, 68, 66, 27, 0, 0, 1
2, 69, 67, 8, 0, 0, 0
2, 69, 67, 8, 1, 0, 0
2, 70, 68, 4, 0, 0, 0
2, 70, 68, 4, 1, 0, 0
2, 70, 68, 5, 0, 0, 0
2, 70, 68, 6, 0, 0, 0
2, 70, 68, 15, 0, 0, 0
2, 71, 69, 3, 0, 0, 0
2, 71, 69, 4, 0, 0, 0
2, 71, 69, 5, 0, 0, 0
2, 71, 69, 5, 1, 0, 0
2, 71, 69, 13, 0, 0, 0
2, 72, 70, 6, 0, 0, 0
2, 72, 70, 6, 1, 0, 0
2, 72, 70, 9, 0, 0, 0
2, 72, 70, 9, 1, 0, 0
2, 73, 71, 4, 0, 0, 0
2, 73, 71, 5, 0, 0, 0
2, 73, 71, 5, 1, 0, 0
2, 73, 71, 7, 0, 0, 0
2, 73, 71, 19, 0, 0, 0
2, 73, 71, 22, 0, 0, 0
2, 74, 72, 5, 0, 0, 0
2, 74, 72, 12, 0, 0, 0
2, 74, 72, 12, 1, 0, 0
2, 75, 73, 9, 0, 0, 0
2, 76, 74, 7, 0, 0, 0
2, 76, 74, 15, 0, 0, 0
2, 76, 74, 15, 1, 0, 0
2, 77, 75, 5, 0, 0, 0
2, 77, 75, 6, 0, 0, 0
2, 77, 75, 6, 1, 0, 0
2, 77, 75, 7, 0, 0, 0
2, 78, 76, 5, 0, 0, 0
2, 79, 77, 3, 0, 0, 0
2, 79, 77, 5, 0, 0, 0
2, 79, 77, 5, 1, 0, 0
2, 80, 78, 3, 0, 0, 0
2, 80, 78, 5, 0, 0, 0
2, 80, 78, 5, 1, 0, 0
2, 80, 78, 5, 2, 0, 0
2, 80, 78, 5, 3, 0, 0
2, 81, 79, 3, 0, 0, 0
2, 81, 79, 5, 0, 0, 0
2, 81, 79, 5, 1, 0, 0
2, 81, 79, 9, 0, 0, 0
2, 81, 79, 10, 0, 0, 0
2, 82, 80, 12, 0, 0, 0
2, 82, 80, 15, 0, 0, 0
2, 82, 80, 15, 1, 0, 0
2, 82, 80, 15, 2, 0, 0
2, 83, 81, 3, 0, 0, 0
2, 83, 81, 3, 1, 0, 0
2, 83, 81, 4, 0, 0, 0
2, 83, 81, 4, 1, 0, 0
2, 83, 81, 7, 0, 0, 0
2, 83, 81, 7, 1, 0, 0
2, 83, 81, 8, 0, 0, 0
2, 83, 81, 12, 0, 0, 0
2, 83, 81, 12, 1, 0, 0
2, 83, 81, 13, 0, 0, 0
2, 84, 82, 4, 0, 0, 0
2, 84, 82, 10, 0, 0, 0
2, 84, 82, 11, 0, 0, 0
2, 85, 83, 6, 0, 0, 0
2, 85, 83, 6, 1, 0, 0
2, 85, 83, 10, 0, 0, 0
2, 85, 83, 10, 1, 0, 0
2, 86, 84, 9, 0, 0, 0
2, 87, 85, 3, 0, 0, 1
2, 87, 85, 7, 0, 0, 0
2, 87, 85, 8, 0, 0, 0
2, 88, 86, 5, 0, 0, 0
2, 89, 87, 5, 0, 0, 0
2, 89, 87, 5, 1, 0, 0
2, 89, 87, 7, 0, 0, 0
2, 89, 87, 9, 0, 0, 0
2, 89, 87, 9, 1, 0, 0
2, 91, 89, 7, 0, 0, 0
2, 91, 89, 7, 1, 0, 0
2, 94, 92, 4, 0, 0, 0
2, 95, 93, 3, 0, 0, 0
